,id,summary,risk,category
466,51027,00.43.18 CP3A J0030593 *IEF099I JOB DEDPPH31 WAITING FOR DATA SETS,1+,8
586,51147,"12.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
587,51148,"13.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
589,51150,"14.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
590,51151,"15.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
592,51153,"16.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
472,51033,00.35.47 CP1D J0069416 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
594,51155,"17.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
596,51157,"18.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
597,51158,"19.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
598,51159,"19.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
599,51160,"19.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
600,51161,"19.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
601,51162,"19.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
602,51163,"19.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
603,51164,"19.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
604,51165,"19.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
605,51166,"19.55.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
606,51167,"19.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
607,51168,"19.53.34 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
608,51169,"19.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
609,51170,"19.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
610,51171,"19.52.46 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
611,51172,"19.52.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
612,51173,"19.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
613,51174,"19.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
614,51175,"19.50.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
615,51176,"19.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
616,51177,"19.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
617,51178,"19.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
618,51179,"19.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
619,51180,"19.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
620,51181,"19.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
621,51182,"19.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
622,51183,"19.45.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
623,51184,"19.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
624,51185,"19.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
625,51186,"19.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
626,51187,"19.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
627,51188,"19.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
628,51189,"19.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
629,51190,"19.42.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
630,51191,"19.40.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
631,51192,"19.39.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
632,51193,"19.38.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
633,51194,"19.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
634,51195,"19.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
635,51196,"19.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
636,51197,"19.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
637,51198,"19.37.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
638,51199,"19.35.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
639,51200,"19.34.55 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
640,51201,"19.34.41 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
641,51202,"19.34.41 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
642,51203,"19.34.41 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
643,51204,"19.34.41 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
644,51205,"19.34.42 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
645,51206,"19.34.42 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
646,51207,"19.34.42 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
647,51208,"19.34.41 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
648,51209,"19.33.30 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
649,51210,"19.33.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
650,51211,"19.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
651,51212,"19.32.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
652,51213,"19.32.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
653,51214,"19.32.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
654,51215,"19.32.07 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
655,51216,"19.32.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
656,51217,"19.31.33 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
657,51218,"20.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
658,51219,"20.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
659,51220,"20.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
660,51221,"20.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
661,51222,"20.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
662,51223,"20.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
663,51224,"20.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
664,51225,"20.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
665,51226,"20.55.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
666,51227,"20.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
667,51228,"20.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
668,51229,"20.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
669,51230,"20.52.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
670,51231,"20.52.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
671,51232,"20.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
672,51233,"20.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
673,51234,"20.50.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
674,51235,"20.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
675,51236,"20.48.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
676,51237,"20.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
677,51238,"20.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
678,51239,"20.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
679,51240,"20.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
680,51241,"20.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
681,51242,"20.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
682,51243,"20.45.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
683,51244,"20.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
684,51245,"20.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
685,51246,"20.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
686,51247,"20.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
687,51248,"20.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
688,51249,"20.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
689,51250,"20.42.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
690,51251,"20.40.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
691,51252,"20.39.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
692,51253,"20.38.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
693,51254,"20.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
694,51255,"20.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
695,51256,"20.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
696,51257,"20.37.19 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
697,51258,"20.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
698,51259,"20.37.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
699,51260,"20.35.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
700,51261,"20.34.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
701,51262,"20.33.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
702,51263,"20.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
703,51264,"20.32.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
704,51265,"20.32.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
705,51266,"20.32.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
706,51267,"20.32.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
707,51268,"20.30.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
708,51269,"20.29.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
709,51270,"20.28.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
710,51271,"20.28.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
711,51272,"20.27.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
712,51273,"20.27.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
713,51274,"20.27.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
714,51275,"20.27.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
715,51276,"20.25.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
716,51277,"20.24.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
717,51278,"20.24.35 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
718,51279,"20.23.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
719,51280,"20.23.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
720,51281,"20.22.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
721,51282,"20.22.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
722,51283,"20.22.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
723,51284,"20.22.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
724,51285,"20.20.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
725,51286,"20.19.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
726,51287,"20.18.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
727,51288,"20.18.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
728,51289,"20.17.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
729,51290,"20.17.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
730,51291,"20.17.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
731,51292,"20.17.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
732,51293,"20.15.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
733,51294,"20.14.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
734,51295,"20.13.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
735,51296,"20.13.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
736,51297,"20.12.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
737,51298,"20.12.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
738,51299,"20.12.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
739,51300,"20.12.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
740,51301,"20.10.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
741,51302,"20.10.08 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
742,51303,"20.09.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
743,51304,"20.08.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
744,51305,"20.08.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
745,51306,"20.07.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
746,51307,"20.07.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
747,51308,"20.07.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
748,51309,"20.07.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
749,51310,"20.05.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
750,51311,"20.04.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
751,51312,"20.03.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
752,51313,"20.03.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
753,51314,"20.02.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
754,51315,"20.02.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
755,51316,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
756,51317,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
757,51318,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
550,51111,05.05.56 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.0% INUSE SYSJOB,1+,7
551,51112,05.05.59 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.4% INUSE SYSJOB,1+,7
552,51113,05.05.57 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 76.0% INUSE SYSJOB,1+,7
553,51114,05.05.56 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.0% INUSE SYSJOB,1+,7
758,51319,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 76.5% INUSE SYSJOB,1+,7
759,51320,21.14.39 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.5% INUSE SYSJOB,1+,7
760,51321,21.14.38 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.4% INUSE SYSJOB,1+,7
474,51035,00.07.44 CP1C J0069261 *IEF099I JOB G01S023B WAITING FOR DATA SETS,1+,8
766,51327,"21.09.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
767,51328,"21.09.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
768,51329,"21.09.36 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
769,51330,"21.08.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
770,51331,"21.08.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
771,51332,"21.07.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
772,51333,"21.07.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
773,51334,"21.07.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,2
774,51335,"21.07.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,2
775,51336,"21.05.57 CPKA STC07670  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,2
776,51337,"21.04.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,2
777,51338,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
778,51339,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
779,51340,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
780,51341,21.04.11 CP1D J0139558  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
781,51342,"21.03.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,2
782,51343,"21.03.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,2
783,51344,"21.02.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,2
784,51345,"21.02.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,2
475,51036,01.35.12 CP1C J0069928 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
249,50810,"01.13.27 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.143 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,9
477,51038,02.07.50 CP1F J0070200 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
514,51075,04.21.59 CP3D J0060240 *IEF099I JOB DEDPQA31 WAITING FOR DATA SETS,1+,8
581,51142,09.52.01 CP1C J0097141 *IEF099I JOB IXOUTBKX WAITING FOR DATA SETS,1+,8
585,51146,11.26.34 CP1E J0104749 *IEF099I JOB SELACTB  WAITING FOR DATA SETS,1+,8
593,51154,16.26.38 CP1A J0125260 *IEF099I JOB SMSRPTP1 WAITING FOR DATA SETS,1+,8
765,51326,21.12.18 CP1C J0139681 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
786,51347,23.05.46 CP1C J0144317 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
794,51355,01.44.54 CP1C J0159140 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
796,51357,01.17.48 CP2B J0082980 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
798,51359,01.05.02 CP3B J0151692 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
809,51370,05.07.14 CP1C J0174663  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
810,51371,05.07.14 CP1C J0174663  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
811,51372,05.07.14 CP1C J0174663  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
812,51373,05.04.12 CP1D J0174725  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
813,51374,05.04.12 CP1D J0174725  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
814,51375,05.04.12 CP1D J0174725  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB DATASETS(MAX 32) SYSJOB,1+,0
815,51376,05.04.12 CP1D J0174725  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
799,51360,01.05.02 CP1E J0156430 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
802,51363,02.42.55 CP2C J0114174 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1+,8
250,50811,"01.13.29 CP1F S0178071  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, 00-  channel CH.WCB.SVRCONN -  connection 21.123.56.142 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,9
803,51364,02.37.14 CP1E J0169506 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
805,51366,02.23.53 CP1D J0168995 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
806,51367,02.15.00 CP3B J0157957 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
824,51385,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
825,51386,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
826,51387,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
761,51322,21.14.39 CP1F J0139595  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.4% INUSE SYSJOB,1+,7
